CH		WOOD															STONE															POTION															BOOK														WOOD2 (Board)																SOUL CRYSTAL															BONES2															WAX														POTION2															MUSHROOM														BOOK2															SOUL CRYSTAL2															WAX2															MUSHROOM2													
		LVL	MULT	Wood	TycoonPrice	.Currency	MergePrice	.Currency	PROD x3 workers	Cycles	Sec	MIN	WITH MAX MULTIPLIER (x2 * x2)	Usage duration	Rang up multiplier		Level	Multiplier	Stone	TycoonPrice	.Currency	MergePrice	.Currency	PROD x3 workers	Cycles	Sec	MIN	WITH MAX MULTIPLIER (x2 * x2)	Usage duration	Rang up multiplier		LVL	MULT	Potion	TycoonPrice	.Currency	MergePrice	.Currency	PROD x3 workers	Cycles	Sec	MIN	WITH MAX MULTIPLIER (x2 * x2)	Usage duration	Rang up multiplier		LVL	MULT	Book	TycoonPrice	.Currency	MergePrice	.Currency	PROD x3 workers	Cycles	Sec	MIN	WITH MAX MULTIPLIER (x2 * x2)	Usage duration		LVL	MULT	Board	Board	TycoonPrice	.Currency	MergePrice	.Currency	PROD x3 workers	Cycles	Sec	MIN	WITH MAX MULTIPLIER (x2 * x2)	Usage duration			LVL	MULT	SoulCrystal	TycoonPrice	.Currency	MergePrice	.Currency	PROD x3 workers	Cycles	Sec	MIN	WITH MAX MULTIPLIER (x2 * x2)	Usage duration	Rang up multiplier		LVL	MULT	BonesBlock	BonesBlock	TycoonPrice	.Currency	MergePrice	.Currency	PROD x3 workers	Cycles	Sec	MIN	WITH MAX MULTIPLIER (x2 * x2)	Usage duration		LVL	MULT	Wax	TycoonPrice	.Currency	MergePrice	.Currency	PROD x3 workers	Cycles	Sec	MIN	WITH MAX MULTIPLIER (x2 * x2)	Usage duration		LVL	MULT	Potion2	Potion2	TycoonPrice	.Currency	MergePrice	.Currency	PROD x3 workers	Cycles	Sec	MIN	WITH MAX MULTIPLIER (x2 * x2)	Usage duration		LVL	MULT	Mushroom	TycoonPrice	.Currency	MergePrice	.Currency	PROD x3 workers	Cycles	Sec	MIN	WITH MAX MULTIPLIER (x2 * x2)	Usage duration		LVL	MULT	MagicScrolls	MagicScrolls	TycoonPrice	.Currency	MergePrice	.Currency	PROD x3 workers	Cycles	Sec	MIN	WITH MAX MULTIPLIER (x2 * x2)	Usage duration		LVL	MULT	SoulCrystal2	SoulCrystal2	TycoonPrice	.Currency	MergePrice	.Currency	PROD x3 workers	Cycles	Sec	MIN	WITH MAX MULTIPLIER (x2 * x2)	Usage duration		LVL	MULT	EvilHoney	EvilHoney	TycoonPrice	.Currency	MergePrice	.Currency	PROD x3 workers	Cycles	Sec	MIN	WITH MAX MULTIPLIER (x2 * x2)	Usage duration		LVL	MULT	Mushroom2	Mushroom2	TycoonPrice	.Currency	MergePrice	.Currency	PROD x3 workers	Cycles	Sec	MIN	WITH MAX MULTIPLIER (x2 * x2)	Usage duration
16		449	1	18129028722177500000000	49542915891035500000000000000	Wood	145	A	54387086166532400 000 000	1093118	5465590	91093					419	1	665100987541520000000	100131	EvilHoney	155	A	1995302962624560000000	1	7	0		1.15			389	1	25064708535443900000	100131	EvilHoney	155	A	75194125606331700000	1	0	0		1.15			359	1	944577779517333000	100131	EvilHoney	155	A	2833733338552000000	1	7	0		1.15		299	1	1341491289700120	134149128970012000	100131	EvilHoney	160	A	402447386910036000	1	5	0		1.15			269	1	50554861305286	100131	EvilHoney	165	A	151664583915858	1	7	0		1.15			239	1	1905188666688	190518866668752	100131	EvilHoney	170	A	571556600006256	1	7	0		1.15		209	1	71798117173	100131	EvilHoney	175	A	215394351520	1	7	0		1.15		179	1	2705752832	270575283160	100131	EvilHoney	180	A	811725849480	1	7	0		1.15		149	1	101967832	100131	EvilHoney	185	A	305903497	1	7	0		1.15		119	1	3842716	384271569	100131	EvilHoney	190	A	1152814708	1	7	0		1.15		89	1	144815	14481492	100131	EvilHoney	195	A	43444477	1	7	0		1.15		59	1	5457	545743	117391	EvilHoney	190	A	16372	9	63	1				29	1	103	10283	495	Mushroom2	195	A	308	2	14	0		
16		450	1	19760641307173400000000	59451499069242600000000000000	Wood	145	A	59281923921520300 000 000	1203433	6017165	100286					420	1	724960076420257000000	115151	EvilHoney	155	A	2174880229260770000000	1	7	0		1.15			390	1	27320532303633800000	115151	EvilHoney	155	A	81961596910901500000	1	0	0		1.15			360	1	1029589779673890000	115151	EvilHoney	155	A	3088769339021680000	1	7	0		1.15		300	1	1462225505773130	146222550577313000	115151	EvilHoney	160	A	438667651731939000	1	5	0		1.15			270	1	55104798822762	115151	EvilHoney	165	A	165314396468285	1	7	0		1.15			240	1	2076655646689	207665564668940	115151	EvilHoney	170	A	622996694006819	1	7	0		1.15		210	1	78259947719	115151	EvilHoney	175	A	234779843157	1	7	0		1.15		180	1	2949270586	294927058645	115151	EvilHoney	180	A	884781175934	1	7	0		1.15		150	1	111144937	115151	EvilHoney	185	A	333434812	1	7	0		1.15		120	1	4188560	418856010	115151	EvilHoney	190	A	1256568031	1	7	0		1.15		90	1	157848	15784827	115151	EvilHoney	195	A	47354480	1	7	0		1.15		60	1	5949	594860	140869	EvilHoney	190	A	17846	1	7	0				30	2	224	22418	593	Mushroom2	195	A	673	2	14	0		
16		451	1	21539099024819000000000	71341798883091100000000000000	Wood	155	A	64617297074457100 000 000	1324880	6624400	110407					421	1	790206483298080000000	2000	Mushroom2	155	A	2370619449894240000000	1	7	0		2000			391	1	29779380210960900000	2000	Mushroom2	155	A	89338140632882700000	1	0	0		2000			361	1	1122252859844540000	2000	Mushroom2	155	A	3366758579533630000	1	7	0		2000		301	1	1593825801292710	159382580129271000	2000	Mushroom2	160	A	478147740387813000	1	5	0		2000			271	1	60064230716810	2000	Mushroom2	165	A	180192692150431	1	7	0		2000			241	1	2263554654891	226355465489144	2000	Mushroom2	170	A	679066396467433	1	7	0		2000		211	1	85303343014	2000	Mushroom2	175	A	255910029041	1	7	0		2000		181	1	3214704939	321470493923	2000	Mushroom2	180	A	964411481768	1	7	0		2000		151	1	121147982	2000	Mushroom2	185	A	363443945	1	7	0		2000		121	1	4565531	456553051	2000	Mushroom2	190	A	1369659154	1	7	0		2000		91	1	172055	17205461	2000	Mushroom2	195	A	51616383	1	7	0		2000		61	1	6484	648398	2000	Mushroom2	200	A	1945193	1	7	0		2000		31	1	244	24435	712	Mushroom2	195	A	733	2	14	0		
16		452	1	23477617937052700000000	85610158659709300000000000000	Wood	155	A	70432853811158300 000 000	1458584	7292920	121549					422	1	861325066794907000000	2300	Mushroom3	155	A	2583975200384720000000	1	7	0		1.15			392	1	32459524429947400000	2300	Mushroom3	155	A	97378573289842100000	1	0	0		1.15			362	1	1223255617230550000	2300	Mushroom3	155	A	3669766851691660000	1	7	0		1.15		302	1	1737270123409060	173727012340906000	2300	Mushroom2	160	A	521181037022717000	1	5	0		1.15			272	1	65470011481323	2300	Mushroom3	165	A	196410034443969	1	7	0		1.15			242	1	2467274573832	246727457383167	2300	Mushroom2	170	A	740182372149502	1	7	0		1.15		212	1	92980643885	2300	Mushroom3	175	A	278941931654	1	7	0		1.15		182	1	3504028384	350402838376	2300	Mushroom2	180	A	1051208515127	1	7	0		1.15		152	1	132051300	2300	Mushroom3	185	A	396153900	1	7	0		1.15		122	1	4976428	497642826	2300	Mushroom2	190	A	1492928478	1	7	0		1.15		92	1	187540	18753953	2300	Mushroom2	195	A	56261858	1	7	0		1.15		62	1	7068	706753	2300	Mushroom2	200	A	2120260	1	7	0		1.15		32	1	266	26634	855	Mushroom2	195	A	799	2	14	0		
16		453	1	25590603551387500000000	102732190391651000000000000000	Wood	155	A	76771810654162500 000 000	1605780	8028900	133815					423	1	938844322806449000000	2645	Mushroom4	155	A	2816532968419350000000	1	7	0		1.15			393	1	35380881628642600000	2645	Mushroom4	155	A	106142644885928000000	1	0	0		1.15			363	1	1333348622781300000	2645	Mushroom4	155	A	4000045868343910000	1	7	0		1.15		303	1	1893624434515870	189362443451587000	2645	Mushroom2	160	A	568087330354761000	1	5	0		1.15			273	1	71362312514642	2645	Mushroom4	165	A	214086937543927	1	7	0		1.15			243	1	2689329285477	268932928547652	2645	Mushroom2	170	A	806798785642957	1	7	0		1.15		213	1	101348901834	2645	Mushroom4	175	A	304046705503	1	7	0		1.15		183	1	3819390938	381939093829	2645	Mushroom2	180	A	1145817281488	1	7	0		1.15		153	1	143935917	2645	Mushroom4	185	A	431807752	1	7	0		1.15		123	1	5424307	542430680	2645	Mushroom2	190	A	1627292041	1	7	0		1.15		93	1	204418	20441808	2645	Mushroom2	195	A	61325425	1	7	0		1.15		63	1	7704	770361	2645	Mushroom2	200	A	2311083	1	7	0		1.15		33	1	290	29031	1025	Mushroom2	195	A	871	2	14	0		
16		454	1	27893757871012400000000	123278628469981000000000000000	Wood	155	A	83681273613037100 000 000	1767832	8839160	147319					424	1	1023340311859030000000	3042	Mushroom5	155	A	3070020935577090000000	1	7	0		1.15			394	1	38565160975220500000	3042	Mushroom5	155	A	115695482925661000000	1	0	0		1.15			364	1	1453349998831620000	3042	Mushroom5	155	A	4360049996494860000	1	7	0		1.15		304	1	2064050633622300	206405063362230000	3042	Mushroom2	160	A	619215190086690000	1	5	0		1.15			274	1	77784920640960	3042	Mushroom5	165	A	233354761922880	1	7	0		1.15			244	1	2931368921169	293136892116941	3042	Mushroom2	170	A	879410676350823	1	7	0		1.15		214	1	110470302999	3042	Mushroom5	175	A	331410908998	1	7	0		1.15		184	1	4163136123	416313612274	3042	Mushroom2	180	A	1248940836822	1	7	0		1.15		154	1	156890150	3042	Mushroom5	185	A	470670449	1	7	0		1.15		124	1	5912494	591249442	3042	Mushroom2	190	A	1773748325	1	7	0		1.15		94	1	222816	22281571	3042	Mushroom2	195	A	66844713	1	7	0		1.15		64	1	8397	839694	3042	Mushroom2	200	A	2519081	1	7	0		1.15		34	1	316	31644	1231	Mushroom2	195	A	949	2	14	0		
16		455	1	30404196079403500000000	147934354163978000000000000000	Wood	155	A	91212588238210500 000 000	1946237	9731185	162186					425	1	1115440939926340000000	3498	Mushroom6	155	A	3346322819779030000000	1	7	0		1.15			395	1	42036025462990300000	3498	Mushroom6	155	A	126108076388971000000	1	0	0		1.15			365	1	1584151498726470000	3498	Mushroom6	155	A	4752454496179400000	1	7	0		1.15		305	1	2249815190648310	224981519064831000	3498	Mushroom2	160	A	674944557194492000	1	5	0		1.15			275	1	84785563498646	3498	Mushroom6	165	A	254356690495939	1	7	0		1.15			245	1	3195192124075	319519212407466	3498	Mushroom2	170	A	958557637222397	1	7	0		1.15		215	1	120412630269	3498	Mushroom6	175	A	361237890808	1	7	0		1.15		185	1	4537818374	453781837379	3498	Mushroom2	180	A	1361345512136	1	7	0		1.15		155	1	171010263	3498	Mushroom6	185	A	513030790	1	7	0		1.15		125	1	6444619	644461891	3498	Mushroom2	190	A	1933385674	1	7	0		1.15		95	1	242869	24286912	3498	Mushroom2	195	A	72860737	1	7	0		1.15		65	1	9153	915266	3498	Mushroom2	200	A	2745798	1	7	0		1.15		35	1	345	34492	1477	Mushroom2	195	A	1035	2	14	0		
16		456	1	33140573726549800000000	177521224996773000000000000000	Wood	155	A	99421721179649400 000 000	2142646	10713230	178554					426	1	1215830624519710000000	4023	Mushroom7	155	A	3647491873559140000000	1	7	0		1.15			396	1	45819267754659500000	4023	Mushroom7	155	A	137457803263978000000	1	0	0		1.15			366	1	1726725133611850000	4023	Mushroom7	155	A	5180175400835540000	1	7	0		1.15		306	1	2452298557806650	245229855780665000	4023	Mushroom2	160	A	735689567341996000	1	5	0		1.15			276	1	92416264213525	4023	Mushroom7	165	A	277248792640574	1	7	0		1.15			246	1	3482759415241	348275941524138	4023	Mushroom2	170	A	1044827824572410	1	7	0		1.15		216	1	131249766994	4023	Mushroom7	175	A	393749300981	1	7	0		1.15		186	1	4946222027	494622202743	4023	Mushroom2	180	A	1483866608228	1	7	0		1.15		156	1	186401187	4023	Mushroom7	185	A	559203561	1	7	0		1.15		126	1	7024635	702463462	4023	Mushroom2	190	A	2107390385	1	7	0		1.15		96	1	264727	26472735	4023	Mushroom2	195	A	79418204	1	7	0		1.15		66	1	9976	997640	4023	Mushroom2	200	A	2992920	1	7	0		1.15		36	1	376	37597	1772	Mushroom2	195	A	1128	2	14	0		
16		457	1	36123225361939300000000	213025469996128000000000000000	Wood	155	A	108369676085818000 000 000	2358876	11794380	196573					427	1	1325255380726490000000	4626	Mushroom8	155	A	3975766142179460000000	1	7	0		1.15			397	1	49943001852578800000	4626	Mushroom8	155	A	149829005557736000000	1	0	0		1.15			367	1	1882130395636910000	4626	Mushroom8	155	A	5646391186910740000	1	7	0		1.15		307	1	2673005428009250	267300542800925000	4626	Mushroom2	160	A	801901628402776000	1	5	0		1.15			277	1	100733727992742	4626	Mushroom8	165	A	302201183978225	1	7	0		1.15			247	1	3796207762613	379620776261310	4626	Mushroom2	170	A	1138862328783930	1	7	0		1.15		217	1	143062246023	4626	Mushroom8	175	A	429186738069	1	7	0		1.15		187	1	5391382010	539138200990	4626	Mushroom2	180	A	1617414602969	1	7	0		1.15		157	1	203177294	4626	Mushroom8	185	A	609531881	1	7	0		1.15		127	1	7656852	765685173	4626	Mushroom2	190	A	2297055519	1	7	0		1.15		97	1	288553	28855281	4626	Mushroom2	195	A	86565842	1	7	0		1.15		67	1	10874	1087428	4626	Mushroom2	200	A	3262283	1	7	0		1.15		37	1	410	40980	2126	Mushroom2	195	A	1229	3	21	0		
16		458	1	39374315644513800000000	255630563995353000000000000000	Wood	155	A	118122946933542000 000 000	2596928	12984640	216411					428	1	1444528364991870000000	5320	Mushroom9	155	A	4333585094975610000000	1	7	0		1.15			398	1	54437872019310900000	5320	Mushroom9	155	A	163313616057933000000	1	0	0		1.15			368	1	2051522131244240000	5320	Mushroom9	155	A	6154566393732710000	1	7	0		1.15		308	1	2913575916530090	291357591653009000	5320	Mushroom2	160	A	874072774959026000	1	5	0		1.15			278	1	109799763512089	5320	Mushroom9	165	A	329399290536266	1	7	0		1.15			248	1	4137866461248	413786646124828	5320	Mushroom2	170	A	1241359938374480	1	7	0		1.15		218	1	155937848165	5320	Mushroom9	175	A	467813544496	1	7	0		1.15		188	1	5876606391	587660639079	5320	Mushroom2	180	A	1762981917236	1	7	0		1.15		158	1	221463250	5320	Mushroom9	185	A	664389750	1	7	0		1.15		128	1	8345968	834596839	5320	Mushroom2	190	A	2503790516	1	7	0		1.15		98	1	314523	31452256	5320	Mushroom2	195	A	94356768	1	7	0		1.15		68	1	11853	1185296	5320	Mushroom2	200	A	3555888	1	7	0		1.15		38	1	447	44669	2552	Mushroom2	195	A	1340	3	21	0		
16		459	1	42918004052520100000000	306756676794424000000000000000	Wood	155	A	128754012157560000 000 000	2859003	14295015	238250					429	1	1574535917841140000000	6118	Mushroom10	155	A	4723607753523420000000	1	7	0		1.15			399	1	59337280501048900000	6118	Mushroom10	155	A	178011841503147000000	1	0	0		1.15			369	1	2236159123056220000	6118	Mushroom10	155	A	6708477369168650000	1	7	0		1.15		309	1	3175797749017790	317579774901779000	6118	Mushroom2	160	A	952739324705338000	1	5	0		1.15			279	1	119681742228177	6118	Mushroom10	165	A	359045226684530	1	7	0		1.15			249	1	4510274442761	451027444276063	6118	Mushroom2	170	A	1353082332828190	1	7	0		1.15		219	1	169972254500	6118	Mushroom10	175	A	509916763500	1	7	0		1.15		189	1	6405500966	640550096596	6118	Mushroom2	180	A	1921650289787	1	7	0		1.15		159	1	241394943	6118	Mushroom10	185	A	724184828	1	7	0		1.15		129	1	9097106	909710554	6118	Mushroom2	190	A	2729131662	1	7	0		1.15		99	1	342830	34282959	6118	Mushroom2	195	A	102848877	1	7	0		1.15		69	1	12920	1291973	6118	Mushroom2	200	A	3875918	1	7	0		1.15		39	1	487	48689	3062	Mushroom2	195	A	1461	3	21	0		
16		460	1	46780624417246900000000	368108012153309000000000000000	Wood	155	A	140341873251741000 000 000	3147526	15737630	262294					430	1	1716244150446840000000	7036	Mushroom11	155	A	5148732451340530000000	1	7	0		1.15			400	1	64677635746143300000	7036	Mushroom11	155	A	194032907238430000000	1	0	0		1.15			370	1	2437413444131280000	7036	Mushroom11	155	A	7312240332393830000	1	7	0		1.15		310	1	3461619546429400	346161954642940000	7036	Mushroom2	160	A	1038485863928820000	1	5	0		1.15			280	1	130453099028712	7036	Mushroom11	165	A	391359297086137	1	7	0		1.15			250	1	4916199142609	491619914260908	7036	Mushroom2	170	A	1474859742782720	1	7	0		1.15		220	1	185269757405	7036	Mushroom11	175	A	555809272215	1	7	0		1.15		190	1	6981996053	698199605289	7036	Mushroom2	180	A	2094598815868	1	7	0		1.15		160	1	263120487	7036	Mushroom11	185	A	789361462	1	7	0		1.15		130	1	9915845	991584504	7036	Mushroom2	190	A	2974753512	1	7	0		1.15		100	1	373684	37368425	7036	Mushroom2	195	A	112105276	1	7	0		1.15		70	1	14083	1408250	7036	Mushroom2	200	A	4224751	1	7	0		1.15		40	1	531	53071	3674	Mushroom2	205	A	1592	3	21	0		
16		461	1	50990880614799100000000	441729614583971000000000000000	Wood	155	A	152972641844397000 000 000	3465166	17325830	288764					431	1	1870706123987060000000	8091	Mushroom12	155	A	5612118371961170000000	1	7	0		1.15			401	1	70498622963296200000	8091	Mushroom12	155	A	211495868889889000000	1	0	0		1.15			371	1	2656780654103090000	8091	Mushroom12	155	A	7970341962309280000	1	7	0		1.15		311	1	3773165305608040	377316530560804000	8091	Mushroom2	160	A	1131949591682410000	1	5	0		1.15			281	1	142193877941297	8091	Mushroom12	165	A	426581633823890	1	7	0		1.15			251	1	5358657065444	535865706544390	8091	Mushroom2	170	A	1607597119633170	1	7	0		1.15		221	1	201944035572	8091	Mushroom12	175	A	605832106715	1	7	0		1.15		191	1	7610375698	761037569765	8091	Mushroom2	180	A	2283112709296	1	7	0		1.15		161	1	286801331	8091	Mushroom12	185	A	860403994	1	7	0		1.15		131	1	10808271	1080827109	8091	Mushroom2	190	A	3242481328	1	7	0		1.15		101	1	407316	40731584	8091	Mushroom2	195	A	122194751	1	7	0		1.15		71	1	15350	1534993	8091	Mushroom2	200	A	4604979	1	7	0		1.15		41	1	578	57847	4409	Mushroom2	205	A	1735	4	28	0		
16		462	1	55580059870131000000000	530075537500765000000000000000	Wood	155	A	166740179610393000 000 000	3814862	19074310	317905					432	1	2039069675145890000000	9305	Mushroom13	155	A	6117209025437680000000	1	7	0		1.15			402	1	76843499029992900000	9305	Mushroom13	155	A	230530497089979000000	1	0	0		1.15			372	1	2895890912972370000	9305	Mushroom13	155	A	8687672738917110000	1	7	0		1.15		312	1	4112750183112770	411275018311277000	9305	Mushroom2	160	A	1233825054933830000	1	5	0		1.15			282	1	154991326956013	9305	Mushroom13	165	A	464973980868040	1	7	0		1.15			252	1	5840936201334	584093620133385	9305	Mushroom2	170	A	1752280860400160	1	7	0		1.15		222	1	220118998773	9305	Mushroom13	175	A	660356996319	1	7	0		1.15		192	1	8295309510	829530951044	9305	Mushroom2	180	A	2488592853133	1	7	0		1.15		162	1	312613451	9305	Mushroom13	185	A	937840354	1	7	0		1.15		132	1	11781015	1178101549	9305	Mushroom2	190	A	3534304648	1	7	0		1.15		102	1	443974	44397426	9305	Mushroom2	195	A	133192278	1	7	0		1.15		72	1	16731	1673142	9305	Mushroom2	200	A	5019427	1	7	0		1.15		42	1	631	63053	5291	Mushroom2	205	A	1892	4	28	0		
16		463	1	60582265258442800000000	636090645000918000000000000000	Wood	155	A	181746795775329000 000 000	4199848	20999240	349987					433	1	2222585945909020000000	10701	Mushroom14	155	A	6667757837727070000000	1	7	0		1.15			403	1	83759413942692200000	10701	Mushroom14	155	A	251278241828077000000	1	0	0		1.15			373	1	3156521095139880000	10701	Mushroom14	155	A	9469563285419650000	1	7	0		1.15		313	1	4482897699592910	448289769959291000	10701	Mushroom2	160	A	1344869309877870000	1	5	0		1.15			283	1	168940546382054	10701	Mushroom14	165	A	506821639146163	1	7	0		1.15			253	1	6366620459454	636662045945390	10701	Mushroom2	170	A	1909986137836170	1	7	0		1.15		223	1	239929708663	10701	Mushroom14	175	A	719789125988	1	7	0		1.15		193	1	9041887366	904188736638	10701	Mushroom2	180	A	2712566209915	1	7	0		1.15		163	1	340748662	10701	Mushroom14	185	A	1022245985	1	7	0		1.15		133	1	12841307	1284130689	10701	Mushroom2	190	A	3852392066	1	7	0		1.15		103	1	483932	48393194	10701	Mushroom2	195	A	145179583	1	7	0		1.15		73	1	18237	1823725	10701	Mushroom2	200	A	5471175	1	7	0		1.15		43	1	687	68728	6349	Mushroom2	205	A	2062	4	28	0		
16		464	1	66034669131702700000000	763308774001101000000000000000	Wood	155	A	198104007395108000 000 000	4623686	23118430	385307					434	1	2422618681040840000000	12306	Mushroom15	155	A	7267856043122510000000	1	7	0		1.15			404	1	91297761197534600000	12306	Mushroom15	155	A	273893283592604000000	1	0	0		1.15			374	1	3440607993702470000	12306	Mushroom15	155	A	10321823981107400000	1	7	0		1.15		314	1	4886358492556280	488635849255628000	12306	Mushroom2	160	A	1465907547766880000	1	5	0		1.15			284	1	184145195556439	12306	Mushroom15	165	A	552435586669318	1	7	0		1.15			254	1	6939616300805	693961630080475	12306	Mushroom2	170	A	2081884890241430	1	7	0		1.15		224	1	261523382442	12306	Mushroom15	175	A	784570147327	1	7	0		1.15		194	1	9855657229	985565722936	12306	Mushroom2	180	A	2956697168807	1	7	0		1.15		164	1	371416041	12306	Mushroom15	185	A	1114248124	1	7	0		1.15		134	1	13997025	1399702451	12306	Mushroom2	190	A	4199107352	1	7	0		1.15		104	1	527486	52748582	12306	Mushroom2	195	A	158245746	1	7	0		1.15		74	1	19879	1987860	12306	Mushroom2	200	A	5963581	1	7	0		1.15		44	1	749	74914	7619	Mushroom2	205	A	2247	5	35	1		
16		465	1	71977789353555900000000	915970528801321000000000000000	Wood	155	A	215933368060668000 000 000	5090296	25451480	424191					435	1	2640654362334510000000	14151	Mushroom16	155	A	7921963087003530000000	1	7	0		1.15			405	1	99514559705312700000	14151	Mushroom16	155	A	298543679115938000000	1	0	0		1.15			375	1	3750262713135700000	14151	Mushroom16	155	A	11250788139407100000	1	7	0		1.15		315	1	5326130756886340	532613075688634000	14151	Mushroom2	160	A	1597839227065900000	1	5	0		1.15			285	1	200718263156519	14151	Mushroom16	165	A	602154789469557	1	7	0		1.15			255	1	7564181767877	756418176787718	14151	Mushroom2	170	A	2269254530363150	1	7	0		1.15		225	1	285060486862	14151	Mushroom16	175	A	855181460586	1	7	0		1.15		195	1	10742666380	1074266638000	14151	Mushroom2	180	A	3222799914000	1	7	0		1.15		165	1	404843485	14151	Mushroom16	185	A	1214530455	1	7	0		1.15		135	1	15256757	1525675671	14151	Mushroom2	190	A	4577027013	1	7	0		1.15		105	1	574960	57495954	14151	Mushroom2	195	A	172487863	1	7	0		1.15		75	1	21668	2166768	14151	Mushroom2	200	A	6500303	1	7	0		1.15		45	1	817	81656	9143	Mushroom2	205	A	2450	5	35	1		
16		466	1	78455790395376000000000	1099164634561590000000000000000	Wood	155	A	235367371186128000 000 000	5603995	28019975	467000					436	1	2878313254944620000000	16274	Mushroom17	155	A	8634939764833850000000	1	7	0		1.15			406	1	108470870078791000000	16274	Mushroom17	155	A	325412610236372000000	1	0	0		1.15			376	1	4087786357317910000	16274	Mushroom17	155	A	12263359071953700000	1	7	0		1.15		316	1	5805482525006110	580548252500611000	16274	Mushroom2	160	A	1741644757501830000	1	5	0		1.15			286	1	218782906840606	16274	Mushroom17	165	A	656348720521817	1	7	0		1.15			256	1	8244958126986	824495812698613	16274	Mushroom2	170	A	2473487438095840	1	7	0		1.15		226	1	310715930680	16274	Mushroom17	175	A	932147792039	1	7	0		1.15		196	1	11709506354	1170950635420	16274	Mushroom2	180	A	3512851906260	1	7	0		1.15		166	1	441279399	16274	Mushroom17	185	A	1323838196	1	7	0		1.15		136	1	16629865	1662986482	16274	Mushroom2	190	A	4988959445	1	7	0		1.15		106	1	626706	62670590	16274	Mushroom2	195	A	188011771	1	7	0		1.15		76	1	23618	2361777	16274	Mushroom2	200	A	7085330	1	7	0		1.15		46	1	890	89005	10972	Mushroom2	205	A	2670	5	35	1		
16		467	1	85516811530959800000000	1318997561473900000000000000000	Wood	155	A	256550434592879000 000 000	6169536	30847680	514128					437	1	3137361447889630000000	18715	Mushroom18	155	A	9412084343668900000000	1	7	0		1.15			407	1	118233248385882000000	18715	Mushroom18	155	A	354699745157646000000	1	0	0		1.15			377	1	4455687129476520000	18715	Mushroom18	155	A	13367061388429600000	1	7	0		1.15		317	1	6327975952256660	632797595225666000	18715	Mushroom2	160	A	1898392785677000000	1	5	0		1.15			287	1	238473368456260	18715	Mushroom18	165	A	715420105368781	1	7	0		1.15			257	1	8987004358415	898700435841488	18715	Mushroom2	170	A	2696101307524460	1	7	0		1.15		227	1	338680364441	18715	Mushroom18	175	A	1016041093322	1	7	0		1.15		197	1	12763361926	1276336192608	18715	Mushroom2	180	A	3829008577823	1	7	0		1.15		167	1	480994545	18715	Mushroom18	185	A	1442983634	1	7	0		1.15		137	1	18126553	1812655265	18715	Mushroom2	190	A	5437965795	1	7	0		1.15		107	1	683109	68310943	18715	Mushroom2	195	A	204932830	1	7	0		1.15		77	1	25743	2574337	18715	Mushroom2	200	A	7723010	1	7	0		1.15		47	1	970	97015	13166	Mushroom2	205	A	2910	6	42	1		
16		468	1	93213324568746200000000	1582797073768680000000000000000	Wood	155	A	279639973706239000 000 000	6792150	33960750	566013					438	1	3419723978199700000000	21523	Mushroom19	155	A	10259171934599100000000	1	7	0		1.15			408	1	128874240740611000000	21523	Mushroom19	155	A	386622722221834000000	1	0	0		1.15			378	1	4856698971129410000	21523	Mushroom19	155	A	14570096913388200000	1	7	0		1.15		318	1	6897493787959760	689749378795977000	21523	Mushroom2	160	A	2069248136387930000	1	5	0		1.15			288	1	259935971617324	21523	Mushroom19	165	A	779807914851971	1	7	0		1.15			258	1	9795834750672	979583475067222	21523	Mushroom2	170	A	2938750425201670	1	7	0		1.15		228	1	369161597240	21523	Mushroom19	175	A	1107484791721	1	7	0		1.15		198	1	13912064499	1391206449942	21523	Mushroom2	180	A	4173619349827	1	7	0		1.15		168	1	524284054	21523	Mushroom19	185	A	1572852161	1	7	0		1.15		138	1	19757942	1975794239	21523	Mushroom2	190	A	5927382716	1	7	0		1.15		108	1	744589	74458928	21523	Mushroom2	195	A	223376785	1	7	0		1.15		78	1	28060	2806027	21523	Mushroom2	200	A	8418081	1	7	0		1.15		48	1	1057	105747	15799	Mushroom2	205	A	3172	6	42	1		
16		469	1	101602523779933000000000	1899356488522420000000000000000	Wood	155	A	304807571339800000 000 000	7477596	37387980	623133					439	1	3727499136237670000000	24751	Mushroom20	155	A	11182497408713000000000	1	7	0		1.15			409	1	140472922407266000000	24751	Mushroom20	155	A	421418767221799000000	1	0	0		1.15			379	1	5293801878531060000	24751	Mushroom20	155	A	15881405635593200000	1	7	0		1.15		319	1	7518268228876140	751826822887614000	24751	Mushroom2	160	A	2255480468662840000	1	5	0		1.15			289	1	283330209062883	24751	Mushroom20	165	A	849990627188648	1	7	0		1.15			259	1	10677459878233	1067745987823270	24751	Mushroom2	170	A	3203237963469820	1	7	0		1.15		229	1	402386140992	24751	Mushroom20	175	A	1207158422976	1	7	0		1.15		199	1	15164150304	1516415030437	24751	Mushroom2	180	A	4549245091312	1	7	0		1.15		169	1	571469618	24751	Mushroom20	185	A	1714408855	1	7	0		1.15		139	1	21536157	2153615720	24751	Mushroom2	190	A	6460847161	1	7	0		1.15		109	1	811602	81160232	24751	Mushroom2	195	A	243480695	1	7	0		1.15		79	1	30586	3058569	24751	Mushroom2	200	A	9175708	1	7	0		1.15		49	1	1153	115264	18959	Mushroom2	205	A	3458	7	49	1		
